Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order type,Customer Order Code,Value,Currency,Items,Route
16.08.2011,05.06.2009,RU,P9217,Parka A,VO,ORD951091,292.91,EUR,19,R40
25.02.2010,06.08.2011,RU,P9689,Parka A,VO,ORD295337,125.55,RUB,34,R10
22.08.2010,17.02.2010,ES,P9507,Parka C,VO,ORD942450,261.45,RUB,45,R42
04.10.2010,24.12.2009,DE,P3704,Parka A,VO,ORD957250,497.85,RUB,10,R17
25.01.2010,02.02.2012,FR,P4718,Parka B,VO,ORD779510,278.58,USD,28,R99
08.01.2009,01.05.2009,UK,P5027,Parka C,VO,ORD973535,393.62,EUR,31,R66
03.06.2009,13.04.2012,IT,P1654,Parka B,VO,ORD315581,155.25,EUR,14,R58
07.01.2010,16.04.2009,CN,P4954,Parka A,VO,ORD280781,405.41,EUR,16,R76
20.06.2010,28.11.2011,CN,P1776,Parka B,VO,ORD329761,250.97,USD,27,R85
15.07.2011,08.08.2009,CN,P4150,Parka D,VO,ORD442770,280.2,USD,19,R44
24.09.2010,07.06.2009,RU,P7654,Parka B,VO,ORD881471,244.86,EUR,1,R61
27.04.2009,30.06.2011,DE,P6797,Parka A,VO,ORD490638,87.92,EUR,17,R10
09.04.2011,07.03.2011,RU,P5764,Parka C,VO,ORD646890,59.22,RUB,2,R91
23.07.2011,01.01.2012,IT,P2321,Parka A,VO,ORD909358,485.86,EUR,18,R48
08.11.2011,30.06.2009,RU,P2324,Parka A,VO,ORD305231,148.62,EUR,26,R1
01.02.2010,28.12.2009,US,P7054,Parka C,VO,ORD558767,96.71,EUR,44,R87
27.01.2010,22.05.2010,RU,P2589,Parka A,VO,ORD120849,173.66,EUR,36,R2
31.10.2009,01.01.2012,CN,P5189,Parka B,VO,ORD173022,101.75,RUB,10,R87
13.06.2011,03.03.2011,IT,P3019,Parka A,VO,ORD332809,56.12,EUR,40,R15
20.08.2009,23.04.2011,IT,P8378,Parka C,VO,ORD382457,114.14,RUB,26,R36
09.11.2011,27.10.2009,DE,P4582,Parka A,VO,ORD669262,483.94,RUB,46,R64
23.12.2010,21.03.2010,ES,P2536,Parka B,VO,ORD855564,217.53,RUB,10,R78
19.04.2011,20.07.2009,IT,P7938,Parka B,VO,ORD969545,260.17,RUB,12,R11
13.04.2011,27.12.2010,US,P4179,Parka C,VO,ORD833218,221.36,RUB,5,R55
10.09.2009,04.03.2011,ES,P7927,Parka A,VO,ORD359962,170.53,RUB,25,R76
14.03.2010,20.12.2009,US,P1554,Parka B,VO,ORD949237,316.71,USD,30,R92
10.12.2011,16.03.2011,US,P6152,Parka C,VO,ORD430315,153.44,RUB,35,R52
09.10.2010,14.07.2009,RU,P9998,Parka C,VO,ORD169599,232.69,EUR,48,R38
20.06.2009,13.08.2011,RU,P3013,Parka A,VO,ORD922559,61.71,EUR,34,R82
25.02.2009,12.10.2010,UK,P2528,Parka D,VO,ORD286496,101.29,EUR,44,R92
27.02.2010,29.08.2011,ES,P8592,Parka D,VO,ORD716036,224.18,RUB,40,R29
27.07.2009,27.08.2011,IT,P9023,Parka D,VO,ORD435326,384.63,EUR,28,R5
24.09.2009,10.08.2010,RU,P1548,Parka C,VO,ORD668563,289.42,USD,49,R83
14.02.2010,07.03.2009,CN,P1301,Parka A,VO,ORD905024,239.05,RUB,48,R23
15.02.2009,24.08.2009,ES,P4560,Parka D,VO,ORD239847,69.87,RUB,12,R37
14.07.2009,03.09.2010,RU,P4458,Parka C,VO,ORD331472,207.98,USD,32,R82
27.09.2009,21.08.2011,IT,P6271,Parka C,VO,ORD670128,77.92,RUB,38,R29
24.02.2009,02.01.2010,ES,P5545,Parka B,VO,ORD369546,477.64,RUB,7,R11
21.07.2010,25.12.2009,UK,P9360,Parka C,VO,ORD364905,456.08,EUR,26,R89
17.04.2009,07.07.2011,ES,P6650,Parka B,VO,ORD734892,337.28,RUB,35,R6
10.04.2011,06.09.2010,IT,P1006,Parka B,VO,ORD200886,358,USD,34,R12
08.03.2011,21.12.2011,US,P7581,Parka A,VO,ORD950047,208.62,RUB,34,R35
23.05.2011,20.07.2010,FR,P9059,Parka B,VO,ORD891467,498.13,EUR,10,R2
01.10.2011,20.04.2009,UK,P7946,Parka A,VO,ORD852676,352.37,EUR,4,R11
17.08.2010,07.02.2012,ES,P2288,Parka B,VO,ORD583283,374.58,EUR,32,R88
23.01.2010,20.09.2010,DE,P3015,Parka C,VO,ORD185501,185.11,USD,35,R72
26.05.2011,04.09.2010,RU,P4588,Parka C,VO,ORD388788,265.1,USD,27,R96
25.09.2010,23.01.2011,IT,P2335,Parka B,VO,ORD103715,493,USD,3,R52
11.03.2010,28.03.2012,IT,P8753,Parka A,VO,ORD123775,456.45,EUR,15,R10
20.04.2009,23.01.2010,CN,P8523,Parka A,VO,ORD763166,228.35,EUR,24,R85
19.03.2009,09.02.2010,CN,P6351,Parka A,VO,ORD894014,54.33,USD,36,R9
18.09.2011,18.12.2010,US,P8627,Parka A,VO,ORD104548,342.1,USD,50,R33
20.10.2009,07.11.2011,FR,P9760,Parka D,VO,ORD712983,286.28,EUR,49,R75
15.08.2009,26.09.2010,ES,P5082,Parka C,VO,ORD383555,359.12,EUR,43,R32
22.03.2009,11.02.2011,IT,P2454,Parka C,VO,ORD351036,156.8,EUR,46,R20
24.02.2010,17.03.2011,RU,P3613,Parka D,VO,ORD241121,51.18,USD,18,R52
17.06.2011,05.04.2011,IT,P2546,Parka B,VO,ORD585438,164.77,EUR,9,R96
23.09.2011,16.08.2009,UK,P6265,Parka B,VO,ORD822859,335.23,RUB,50,R58
14.12.2011,18.06.2011,DE,P6430,Parka A,VO,ORD974565,65.45,EUR,32,R36
29.11.2011,08.03.2012,DE,P6098,Parka A,VO,ORD623219,297.12,USD,23,R14
23.06.2010,23.03.2011,IT,P7896,Parka D,VO,ORD720388,115.57,EUR,36,R55
25.05.2011,01.05.2009,RU,P6552,Parka B,VO,ORD464713,489.79,RUB,1,R7
06.07.2009,26.01.2010,DE,P5925,Parka A,VO,ORD514640,194.88,EUR,14,R58
09.12.2009,03.01.2010,ES,P9855,Parka B,VO,ORD169495,231.17,EUR,6,R43
19.07.2011,31.05.2010,DE,P3408,Parka A,VO,ORD714811,141.81,RUB,12,R46
03.07.2010,01.06.2011,CN,P9197,Parka D,VO,ORD240141,306.79,RUB,24,R58
16.09.2009,13.04.2010,CN,P5844,Parka C,VO,ORD784452,395.26,USD,40,R80
09.08.2010,28.05.2010,DE,P2707,Parka B,VO,ORD527318,242.73,EUR,23,R85
01.02.2011,21.12.2010,RU,P8410,Parka C,VO,ORD188363,149.14,EUR,47,R62
13.10.2009,09.10.2009,FR,P7646,Parka C,VO,ORD998105,459.22,EUR,23,R83
28.11.2009,22.11.2010,CN,P6619,Parka D,VO,ORD621589,433.29,RUB,38,R33
12.06.2011,18.08.2010,UK,P3465,Parka A,VO,ORD422256,450.84,RUB,45,R37
20.08.2010,30.12.2011,CN,P7257,Parka B,VO,ORD679898,318.53,EUR,26,R70
10.12.2009,25.04.2011,DE,P8178,Parka D,VO,ORD949906,329.4,RUB,23,R40
23.03.2009,11.11.2010,RU,P2886,Parka D,VO,ORD535509,85.1,EUR,30,R60
13.08.2010,28.01.2012,UK,P8959,Parka B,VO,ORD796339,270.5,USD,34,R95
15.12.2010,15.09.2009,RU,P6306,Parka B,VO,ORD659953,460.89,EUR,30,R80
22.10.2011,01.01.2011,RU,P2383,Parka A,VO,ORD334587,57.19,RUB,22,R33
05.07.2010,02.07.2011,RU,P5972,Parka A,VO,ORD347728,99.92,RUB,3,R54
25.03.2010,09.03.2012,US,P1364,Parka D,VO,ORD494380,498.77,EUR,16,R36
21.12.2010,16.04.2009,CN,P9503,Parka D,VO,ORD599071,296.85,RUB,23,R4
25.06.2010,15.09.2011,US,P9451,Parka D,VO,ORD693806,300.29,RUB,38,R23
28.01.2010,21.07.2010,CN,P3044,Parka C,VO,ORD685960,125.71,USD,22,R70
24.02.2009,23.04.2009,DE,P9103,Parka D,VO,ORD503710,454.5,USD,16,R91
17.12.2009,01.06.2010,DE,P9570,Parka C,VO,ORD336826,220.55,USD,17,R86
21.06.2011,10.10.2011,ES,P8577,Parka A,VO,ORD188742,290.11,USD,16,R89
08.05.2010,31.08.2011,FR,P7919,Parka A,VO,ORD399356,272.18,EUR,21,R94
21.10.2010,19.07.2011,FR,P7316,Parka A,VO,ORD145442,265.29,RUB,12,R17
18.02.2011,17.03.2010,RU,P2816,Parka A,VO,ORD992563,434.5,RUB,2,R3
17.07.2010,03.05.2009,DE,P7393,Parka A,VO,ORD135110,304.91,EUR,15,R79
07.06.2011,29.04.2010,IT,P1834,Parka D,VO,ORD727405,328.03,USD,42,R84
07.08.2011,22.05.2011,ES,P4786,Parka B,VO,ORD321251,457.61,EUR,7,R10
27.05.2011,19.12.2009,FR,P5496,Parka A,VO,ORD553536,52.22,RUB,23,R69
01.06.2009,15.06.2010,FR,P1721,Parka D,VO,ORD706986,473.39,RUB,23,R51
19.03.2010,05.04.2009,CN,P1958,Parka C,VO,ORD475943,479.2,USD,18,R91
04.07.2009,17.08.2010,IT,P6119,Parka C,VO,ORD435624,112.41,USD,46,R41
07.01.2011,09.07.2011,UK,P3785,Parka B,VO,ORD205912,374.18,RUB,19,R75
26.08.2010,06.06.2011,CN,P7933,Parka D,VO,ORD887045,233.67,RUB,20,R53
10.06.2009,02.07.2010,RU,P4569,Parka D,VO,ORD329228,218.73,USD,41,R6
19.09.2011,04.03.2010,ES,P6215,Parka D,VO,ORD457610,155.56,USD,5,R1
07.03.2010,20.05.2010,ES,P6801,Parka D,VO,ORD355682,299.05,EUR,2,R67
01.09.2011,03.12.2010,RU,P2972,Parka A,VO,ORD106611,462.49,RUB,46,R95
01.08.2011,08.10.2011,US,P1839,Parka D,VO,ORD494152,217.17,RUB,34,R63
27.03.2011,18.10.2009,UK,P8145,Parka C,VO,ORD632751,213.95,RUB,32,R85
27.05.2010,27.02.2012,UK,P7235,Parka D,VO,ORD807703,247.14,RUB,16,R81
17.08.2009,08.03.2011,US,P2555,Parka A,VO,ORD679046,182.65,USD,10,R41
24.03.2011,16.07.2011,CN,P3753,Parka B,VO,ORD232661,261.75,RUB,37,R5
16.10.2010,28.09.2010,ES,P4194,Parka B,VO,ORD632544,494.24,USD,47,R71
07.02.2009,29.12.2011,FR,P1416,Parka B,VO,ORD154262,123.45,USD,37,R10
22.03.2011,28.01.2011,US,P7784,Parka A,VO,ORD848613,257.18,EUR,28,R23
11.06.2011,23.11.2010,IT,P9869,Parka B,VO,ORD507791,132.39,EUR,11,R77
02.09.2010,21.09.2011,RU,P6934,Parka C,VO,ORD783411,438.51,RUB,36,R86
12.02.2009,19.05.2011,DE,P1657,Parka D,VO,ORD188058,459.2,EUR,5,R15
19.09.2010,18.01.2011,RU,P9023,Parka B,VO,ORD807486,113.75,USD,28,R78
20.08.2009,12.08.2009,US,P3087,Parka A,VO,ORD556012,283.35,USD,31,R100
25.10.2011,23.06.2009,US,P7497,Parka D,VO,ORD395968,424.94,EUR,41,R89
27.04.2011,15.03.2011,ES,P4731,Parka B,VO,ORD737476,284.08,USD,10,R41
04.10.2010,14.05.2009,FR,P6757,Parka D,VO,ORD495088,422.87,EUR,37,R7
23.04.2010,03.03.2011,US,P5757,Parka A,VO,ORD670120,419.03,USD,4,R96
25.08.2009,20.12.2011,FR,P9799,Parka A,VO,ORD578423,112.89,EUR,41,R25
13.02.2010,07.08.2009,FR,P1284,Parka B,VO,ORD988080,123.15,EUR,43,R56
16.07.2011,07.02.2012,RU,P2957,Parka C,VO,ORD475166,284.68,EUR,6,R9
13.10.2009,15.10.2010,IT,P1932,Parka A,VO,ORD303797,293.49,USD,50,R29
21.02.2010,18.02.2012,ES,P1948,Parka C,VO,ORD970699,204.51,EUR,48,R10
26.05.2011,23.04.2011,RU,P9954,Parka B,VO,ORD830318,219.17,RUB,31,R4
23.02.2009,30.07.2011,FR,P1449,Parka B,VO,ORD233610,416.13,RUB,9,R13
25.03.2011,13.04.2010,ES,P9016,Parka C,VO,ORD754577,68.79,EUR,9,R95
26.10.2009,05.07.2011,DE,P8360,Parka A,VO,ORD588207,354.14,USD,5,R12
08.02.2010,08.03.2011,IT,P5680,Parka D,VO,ORD380392,310.92,USD,2,R69
04.03.2010,24.02.2010,DE,P6998,Parka B,VO,ORD810407,356.5,EUR,5,R55
11.08.2010,05.04.2012,CN,P2985,Parka A,VO,ORD160191,308.58,RUB,9,R85
10.11.2010,12.01.2012,IT,P6489,Parka A,VO,ORD857321,196.61,RUB,14,R3
19.10.2010,19.08.2010,US,P8535,Parka C,VO,ORD357087,360.31,RUB,18,R39
21.01.2010,03.07.2011,UK,P5882,Parka A,VO,ORD222092,395.28,USD,3,R32
20.08.2010,15.12.2011,ES,P7134,Parka B,VO,ORD395040,118.29,EUR,18,R79
12.11.2011,19.07.2009,ES,P9501,Parka B,VO,ORD580563,179.7,RUB,3,R88
10.11.2010,27.04.2011,IT,P3015,Parka A,VO,ORD308632,385.65,RUB,19,R59
12.08.2009,24.11.2010,DE,P3720,Parka B,VO,ORD768139,238.71,USD,9,R71
08.09.2009,22.04.2009,IT,P9311,Parka D,VO,ORD130167,183.2,EUR,30,R100
06.07.2009,23.11.2011,IT,P9308,Parka A,VO,ORD510868,103.85,RUB,48,R72
16.02.2010,14.06.2009,UK,P2281,Parka B,VO,ORD606042,488.68,RUB,15,R73
08.08.2010,04.09.2010,ES,P2292,Parka C,VO,ORD440276,490.81,RUB,25,R53
16.04.2011,31.03.2009,UK,P4125,Parka B,VO,ORD445750,171.12,USD,37,R86
16.10.2010,12.08.2009,CN,P4201,Parka D,VO,ORD606339,69.95,USD,19,R8
01.11.2010,29.07.2010,UK,P7276,Parka A,VO,ORD982459,93.97,USD,38,R17
03.09.2011,04.05.2011,RU,P4808,Parka B,VO,ORD565820,171.29,USD,15,R46
15.11.2010,19.12.2011,DE,P9649,Parka D,VO,ORD563834,249.7,USD,20,R70
31.03.2011,20.02.2010,RU,P2844,Parka D,VO,ORD835112,201.89,EUR,40,R89
10.09.2010,06.01.2012,FR,P2687,Parka B,VO,ORD421246,163.23,EUR,31,R44
08.02.2010,02.06.2010,IT,P5174,Parka A,VO,ORD768043,477.91,RUB,32,R27
17.06.2010,20.02.2012,DE,P9640,Parka A,VO,ORD719165,287.64,USD,16,R40
09.07.2009,06.11.2010,IT,P4289,Parka D,VO,ORD246741,478.47,RUB,27,R86
21.06.2010,02.03.2012,IT,P8702,Parka D,VO,ORD732272,386.58,USD,9,R76
08.08.2010,01.06.2009,US,P7679,Parka D,VO,ORD594888,105.67,EUR,17,R27
15.02.2010,30.07.2010,ES,P2965,Parka D,VO,ORD498345,365.86,USD,13,R35
26.05.2010,05.01.2012,FR,P9040,Parka C,VO,ORD217296,274.46,USD,30,R5
11.02.2009,08.08.2009,FR,P9095,Parka B,VO,ORD760789,306.21,USD,40,R12
20.11.2011,07.11.2009,US,P5477,Parka A,VO,ORD671120,180.38,RUB,1,R77
25.03.2009,02.10.2010,DE,P7127,Parka A,VO,ORD894154,237.24,EUR,30,R100
22.05.2011,26.03.2009,RU,P2164,Parka C,VO,ORD686792,338.03,RUB,40,R41
27.06.2010,26.09.2009,DE,P8117,Parka C,VO,ORD797066,265.65,USD,2,R86
05.04.2011,10.10.2010,US,P2882,Parka A,VO,ORD557791,119.83,EUR,9,R99
08.08.2011,31.05.2010,FR,P6598,Parka C,VO,ORD399577,204.36,USD,32,R48
18.02.2009,04.05.2011,FR,P1835,Parka D,VO,ORD417013,198.77,EUR,40,R21
21.02.2011,24.04.2011,RU,P9250,Parka C,VO,ORD249679,446.96,RUB,28,R24
17.03.2011,14.01.2011,ES,P6900,Parka B,VO,ORD918000,285.58,RUB,2,R20
14.08.2009,18.08.2011,RU,P6437,Parka A,VO,ORD751593,437.18,USD,29,R99
20.10.2010,26.08.2011,CN,P6798,Parka A,VO,ORD808487,84.4,EUR,33,R12
09.04.2010,30.01.2010,US,P2887,Parka D,VO,ORD200924,324.16,USD,47,R75
06.11.2011,05.10.2010,DE,P8128,Parka A,VO,ORD742423,342.6,USD,12,R17
16.11.2010,24.11.2010,DE,P8676,Parka B,VO,ORD181244,225.89,RUB,36,R15
03.03.2009,10.12.2010,RU,P4052,Parka C,VO,ORD885072,211.75,RUB,23,R94
20.10.2010,15.02.2012,FR,P2939,Parka D,VO,ORD165009,400.86,USD,39,R86
03.05.2009,07.09.2009,IT,P5014,Parka B,VO,ORD607033,337.22,RUB,32,R38
29.05.2011,06.04.2009,CN,P3238,Parka D,VO,ORD650332,52.07,RUB,42,R66
14.12.2010,16.10.2011,US,P8455,Parka B,VO,ORD487519,256.58,EUR,50,R36
12.12.2010,08.03.2010,UK,P9824,Parka B,VO,ORD682738,187.08,RUB,16,R54
16.12.2009,05.09.2009,UK,P2941,Parka D,VO,ORD787041,396.84,USD,23,R59
01.02.2009,05.05.2011,DE,P4297,Parka B,VO,ORD598581,373.81,RUB,17,R2
08.10.2009,10.10.2011,ES,P9090,Parka C,VO,ORD912856,242.52,USD,1,R78
03.09.2009,22.07.2010,CN,P1731,Parka A,VO,ORD892273,392.21,RUB,35,R9
13.10.2010,05.09.2010,ES,P7478,Parka C,VO,ORD437005,269.43,EUR,47,R85
15.12.2009,12.06.2011,US,P9780,Parka C,VO,ORD437714,360.22,EUR,9,R35
28.08.2009,22.03.2010,RU,P7346,Parka D,VO,ORD108600,414.96,RUB,20,R52
22.05.2010,23.05.2011,IT,P3938,Parka A,VO,ORD100637,78.07,RUB,38,R97
07.03.2011,23.04.2009,DE,P6043,Parka A,VO,ORD683280,415.53,RUB,1,R86
07.10.2009,09.09.2009,RU,P6807,Parka C,VO,ORD530861,231.25,EUR,15,R30
15.02.2009,08.12.2010,IT,P2636,Parka B,VO,ORD579819,219.76,USD,20,R100
08.05.2011,19.07.2010,CN,P9474,Parka C,VO,ORD546778,345.64,EUR,24,R13
12.04.2011,01.09.2009,FR,P2535,Parka A,VO,ORD704284,108.49,RUB,17,R24
08.04.2011,29.01.2010,RU,P1153,Parka D,VO,ORD923992,78.34,EUR,2,R87
22.11.2009,08.12.2011,RU,P4443,Parka D,VO,ORD462340,120.56,EUR,17,R77
02.01.2010,24.05.2011,UK,P9478,Parka D,VO,ORD478672,131.55,USD,16,R59
26.03.2009,09.03.2011,DE,P3905,Parka A,VO,ORD301613,281.71,RUB,24,R95
16.05.2011,31.01.2011,RU,P4371,Parka B,VO,ORD836024,138.87,EUR,16,R78
30.01.2011,05.07.2011,ES,P9958,Parka B,VO,ORD938416,72.77,EUR,25,R21
12.08.2010,17.01.2010,IT,P5771,Parka D,VO,ORD273769,150.61,RUB,47,R55
03.04.2010,24.02.2010,CN,P8533,Parka D,VO,ORD998740,305.18,RUB,40,R35
23.09.2011,24.09.2010,DE,P3839,Parka C,VO,ORD984561,279.51,RUB,4,R37
18.09.2010,07.11.2010,IT,P9185,Parka D,VO,ORD311499,447.03,USD,6,R12
01.04.2010,26.06.2010,UK,P1752,Parka B,VO,ORD794159,479.04,EUR,40,R58
15.12.2011,19.08.2009,ES,P5678,Parka B,VO,ORD205497,393.84,USD,26,R3
07.05.2010,31.12.2011,DE,P7628,Parka D,VO,ORD318367,459.56,USD,42,R100
14.11.2011,06.10.2010,CN,P6272,Parka A,VO,ORD618675,141.54,EUR,32,R69
02.07.2010,09.01.2011,ES,P3495,Parka C,VO,ORD839972,368.31,EUR,41,R76
18.01.2011,21.06.2011,US,P3493,Parka B,VO,ORD188226,195.76,USD,25,R53
13.04.2010,19.06.2010,UK,P8297,Parka A,VO,ORD589357,351.33,EUR,45,R51
10.10.2010,11.04.2010,RU,P1271,Parka D,VO,ORD792408,470.18,RUB,43,R12
04.04.2009,10.09.2011,ES,P3395,Parka C,VO,ORD572193,387.19,EUR,7,R50
17.10.2011,17.08.2011,UK,P9392,Parka D,VO,ORD602598,171.32,RUB,25,R70
23.01.2009,22.05.2011,FR,P2248,Parka A,VO,ORD487301,411.65,USD,25,R64
01.06.2009,10.01.2012,RU,P4758,Parka D,VO,ORD169239,324.57,RUB,41,R71
23.06.2010,13.02.2010,FR,P5892,Parka D,VO,ORD826004,181.18,RUB,3,R28
15.12.2009,29.04.2010,CN,P5197,Parka D,VO,ORD470270,434.54,EUR,17,R95
10.07.2010,29.03.2011,DE,P5882,Parka A,VO,ORD250696,287.22,RUB,40,R55
08.04.2009,01.10.2011,DE,P5946,Parka B,VO,ORD812478,64.38,RUB,11,R63
15.09.2009,10.02.2010,US,P4370,Parka B,VO,ORD127212,120.73,USD,26,R64
23.12.2011,12.11.2009,CN,P9631,Parka C,VO,ORD468422,165.96,USD,26,R2
29.07.2010,27.12.2009,DE,P2542,Parka D,VO,ORD955113,106.07,EUR,50,R20
25.06.2010,22.03.2012,FR,P6139,Parka A,VO,ORD802593,112.84,EUR,5,R68
09.06.2011,24.10.2011,RU,P9270,Parka D,VO,ORD290990,108.54,USD,45,R23
27.07.2011,09.03.2010,ES,P5272,Parka A,VO,ORD350033,403.54,USD,14,R3
25.05.2009,24.04.2009,CN,P2941,Parka C,VO,ORD526993,477.04,RUB,21,R92
08.07.2011,20.03.2009,UK,P8102,Parka A,VO,ORD255362,116.38,USD,20,R95
28.06.2011,01.09.2010,ES,P5736,Parka A,VO,ORD496028,158.69,RUB,10,R19
14.02.2011,11.07.2011,US,P4265,Parka C,VO,ORD578241,447.31,USD,10,R63
05.02.2009,06.10.2011,ES,P8860,Parka B,VO,ORD112165,464.44,EUR,24,R81
21.08.2011,01.03.2010,FR,P8387,Parka C,VO,ORD427020,56.02,USD,29,R21
18.01.2010,07.02.2012,US,P2866,Parka D,VO,ORD558062,303.34,USD,33,R20
04.10.2010,31.08.2010,DE,P1934,Parka C,VO,ORD914637,245.34,USD,33,R16
09.04.2010,25.11.2010,US,P2141,Parka D,VO,ORD305740,421.81,RUB,20,R87
14.02.2011,15.02.2011,ES,P6165,Parka D,VO,ORD539935,458.29,USD,47,R1
07.06.2009,26.04.2010,RU,P3319,Parka C,VO,ORD614452,385.1,EUR,46,R76
12.09.2011,01.05.2009,RU,P4769,Parka C,VO,ORD396105,157.67,USD,30,R84
31.01.2009,03.11.2009,IT,P4547,Parka A,VO,ORD935209,448.79,USD,27,R63
15.09.2010,08.06.2009,FR,P7732,Parka C,VO,ORD626012,410.26,EUR,35,R67
13.06.2010,05.03.2010,DE,P9260,Parka B,VO,ORD635887,479.74,USD,40,R70
09.06.2009,06.07.2009,UK,P6334,Parka D,VO,ORD798107,268.77,USD,43,R33
08.09.2011,21.08.2011,DE,P2883,Parka D,VO,ORD274759,272.11,EUR,4,R32
26.03.2011,09.06.2011,FR,P9984,Parka D,VO,ORD216189,372.72,EUR,4,R66
14.02.2011,01.03.2010,FR,P5248,Parka D,VO,ORD912347,350.77,USD,13,R71
30.09.2010,06.07.2010,RU,P8574,Parka C,VO,ORD102810,363.82,RUB,20,R88
21.05.2011,01.04.2012,FR,P4687,Parka C,VO,ORD152936,87.68,EUR,20,R74
15.01.2010,20.01.2010,RU,P1033,Parka A,VO,ORD499519,498.63,USD,15,R53
13.03.2011,30.04.2010,FR,P2975,Parka B,VO,ORD457206,336.74,USD,13,R38
22.09.2011,26.06.2010,ES,P3223,Parka D,VO,ORD655988,185.35,RUB,12,R49
09.04.2009,15.08.2011,RU,P6019,Parka B,VO,ORD507889,355.42,RUB,15,R24
02.12.2009,23.08.2010,CN,P1596,Parka C,VO,ORD757767,320.68,EUR,11,R74
13.05.2009,26.04.2011,FR,P5767,Parka B,VO,ORD469546,97.95,RUB,34,R60
01.01.2011,30.07.2009,RU,P4115,Parka A,VO,ORD498061,481.87,RUB,28,R66
19.05.2011,18.06.2011,RU,P5496,Parka A,VO,ORD434257,275.88,RUB,13,R74
19.03.2011,27.05.2010,UK,P6054,Parka C,VO,ORD182985,210.68,RUB,18,R94
02.06.2010,11.04.2012,FR,P9467,Parka C,VO,ORD687883,159.79,RUB,42,R63
20.12.2011,10.10.2009,FR,P2079,Parka D,VO,ORD420753,111.65,RUB,22,R97
03.12.2010,08.08.2010,ES,P1155,Parka B,VO,ORD662402,245.39,EUR,30,R84
09.01.2009,17.03.2010,FR,P4640,Parka B,VO,ORD475201,217.53,EUR,12,R93
05.07.2010,07.02.2011,RU,P9256,Parka B,VO,ORD617621,395.02,RUB,25,R57
04.09.2011,28.06.2011,US,P5024,Parka A,VO,ORD395633,220.29,RUB,42,R56
25.03.2010,09.12.2010,CN,P9192,Parka D,VO,ORD275085,274.12,USD,42,R98
14.09.2010,02.02.2010,CN,P6523,Parka D,VO,ORD897088,281.26,USD,33,R9
29.11.2010,05.10.2011,FR,P3343,Parka C,VO,ORD869361,190.44,USD,33,R9
10.04.2011,14.05.2010,DE,P7506,Parka A,VO,ORD146973,228.89,USD,45,R89
18.12.2010,05.06.2011,UK,P9372,Parka B,VO,ORD966825,200.99,USD,39,R86
29.10.2009,30.09.2010,US,P3877,Parka D,VO,ORD752025,328.25,USD,44,R79
19.07.2010,28.07.2011,IT,P7450,Parka D,VO,ORD136642,163.97,EUR,16,R64
13.09.2009,14.04.2012,CN,P1149,Parka B,VO,ORD581499,400.58,USD,10,R60
20.04.2009,27.11.2009,RU,P6913,Parka B,VO,ORD266485,390.56,RUB,35,R72
19.11.2009,25.03.2010,DE,P9888,Parka D,VO,ORD886720,133.27,USD,49,R94
06.07.2010,22.08.2009,IT,P5973,Parka D,VO,ORD856709,125.83,RUB,39,R97
10.12.2009,31.12.2010,RU,P9312,Parka C,VO,ORD502750,153.96,USD,4,R2
06.10.2010,22.06.2011,RU,P1322,Parka A,VO,ORD833028,88.3,USD,34,R56
03.02.2009,30.03.2010,RU,P3130,Parka A,VO,ORD314915,456.69,EUR,19,R78
11.10.2011,02.06.2011,US,P5674,Parka A,VO,ORD549278,115.22,USD,23,R57
15.02.2010,09.12.2011,US,P7871,Parka C,VO,ORD146699,111.92,USD,43,R93
24.02.2011,26.08.2010,FR,P9649,Parka C,VO,ORD473205,317.16,EUR,9,R50
19.08.2010,28.08.2009,RU,P9363,Parka C,VO,ORD598338,493.87,USD,41,R77
13.03.2009,13.04.2010,FR,P5218,Parka D,VO,ORD608867,101.54,RUB,5,R33
19.05.2011,06.12.2009,RU,P6983,Parka B,VO,ORD813782,262.02,USD,15,R15
06.12.2010,14.12.2010,FR,P1924,Parka C,VO,ORD868310,106.03,USD,16,R81
18.08.2011,02.05.2009,DE,P2600,Parka B,VO,ORD700694,439.16,RUB,24,R84
16.12.2011,27.02.2011,UK,P3560,Parka C,VO,ORD254040,173.03,RUB,12,R40
16.08.2009,20.11.2010,FR,P1937,Parka D,VO,ORD561229,204.53,EUR,34,R27
26.11.2009,25.12.2009,ES,P1857,Parka A,VO,ORD117703,97.9,USD,22,R33
05.01.2010,23.11.2011,UK,P4493,Parka C,VO,ORD580591,228.2,USD,7,R80
27.07.2010,19.07.2011,UK,P3828,Parka D,VO,ORD128652,114.49,USD,41,R14
17.08.2009,07.02.2010,FR,P9124,Parka A,VO,ORD865249,446.84,USD,30,R17
22.01.2011,23.09.2011,US,P8795,Parka D,VO,ORD688754,53.97,RUB,4,R87
22.09.2009,12.08.2010,CN,P9213,Parka C,VO,ORD792944,238.41,RUB,19,R86
12.03.2011,03.09.2011,ES,P1599,Parka B,VO,ORD426817,165.18,USD,14,R64
03.12.2009,05.06.2009,UK,P3490,Parka D,VO,ORD236671,338.86,EUR,2,R65
22.10.2010,26.07.2010,FR,P5492,Parka A,VO,ORD237161,486.34,USD,22,R45
01.10.2009,08.11.2010,CN,P9847,Parka C,VO,ORD525824,406.27,USD,24,R78
22.12.2010,18.10.2009,FR,P5108,Parka D,VO,ORD896611,355.31,RUB,42,R85
